bench,node,strategy,throughput,latency
memcached-old,2,ticket-ls,93695,1999
memcached-new,2,mcs_spin,337901,2921
sqlite,8,pthreadadapt,4248,449279
kyotocabinet,2,ticket-ls,298459,161
ssl_proxy,8,hmcs,31105,18104319
memcached-new,1,spinlock,263594,3491
sqlite,4,pthread,4366,339455
memcached-new,2,mcs_spin,326837,3025
memcached-new,4,mcs-timepub,303970,3269
memcached-old,1,mcs_spin,117488,1543
memcached-old,4,malth_spin,47369,8743
ssl_proxy,1,clh_stp,33922,872447
memcached-new,6,mcs_stp,77011,13919
ssl_proxy,8,ahmcs,30448,19464191
memcached-new,6,mcs_stp,74576,14471
upscaledb,6,pthreadadapt,95427,4311
memcached-new,4,mutexee,98776,11407
ssl_proxy,8,ttas,3931,88932351
ssl_proxy,8,malth_spin,25643,21086207
mysqld,6,mutexee,1019,12636
kyotocabinet,1,mcs-ls,318811,77
ssl_proxy,1,spinlock,36321,863743
memcached-new,4,mutexee,98416,11343
ssl_proxy,6,c-ptl-tkt,34316,9469951
kyotocabinet,2,c-bo-mcs_spin,366941,19
ssl_proxy,6,c-ptl-tkt,35069,11821055
kyotocabinet,6,partitioned,248068,564
memcached-new,2,pthreadadapt,176828,5831
upscaledb,1,hticket-ls,149905,584
kyotocabinet,2,spinlock,124940,702
kyotocabinet,8,ttas,49362,19151
memcached-new,4,ttas-ls,115869,10607
memcached-new,4,ahmcs,334825,2971
kyotocabinet,2,clh-ls,287304,164
upscaledb,8,spinlock,21450,15727
ssl_proxy,2,mcs-ls,41289,1443839
upscaledb,6,hmcs,178485,4079
memcached-old,4,malth_spin,51820,6203
memcached-new,2,c-tkt-tkt,321257,3083
memcached-new,2,alock-ls,325996,3159
kyotocabinet,6,ahmcs,318842,2083
memcached-old,4,ttas-ls,51918,7235
ssl_proxy,8,c-tkt-tkt,26876,22331391
memcached-old,4,malth_spin,50042,6471
upscaledb,8,ticket-ls,121977,622
memcached-new,2,mutexee,199033,5195
memcached-old,7,mcs-timepub,15529,34559
memcached-new,2,spinlock,153747,15991
memcached-old,1,pthreadadapt,116901,1485
memcached-new,2,mcs_spin,318209,3135
ssl_proxy,4,ttas,8009,59965439
kyotocabinet,6,c-bo-mcs_stp,177778,291
memcached-new,2,mcs_spin,315855,3153
memcached-new,2,hmcs,328069,2991
mysqld,1,malth_stp,967,13739
upscaledb,1,backoff,145745,299
memcached-old,1,mutexee,115113,1939
upscaledb,4,pthreadadapt,125183,3605
upscaledb,1,spinlock,150486,239
ssl_proxy,4,clh-ls,38359,3577855
memcached-new,6,hmcs,325673,3019
sqlite,4,mcs-timepub,11091,181375
upscaledb,8,clh_spin,165389,463
mysqld,6,c-bo-mcs_stp,855,7441
memcached-old,1,backoff,181482,1305
upscaledb,4,mcs-ls,174724,222
kyotocabinet,1,clh-ls,303069,80
kyotocabinet,1,ticket,292524,82
mysqld,1,mcs_stp,979,44514
ssl_proxy,4,hmcs,42608,5668863
memcached-new,4,ttas-ls,122908,35743
kyotocabinet,8,clh_stp,55421,3051
memcached-new,2,spinlock,156482,8367
memcached-old,4,ttas-ls,52014,8335
ssl_proxy,1,mcs_stp,37416,806399
kyotocabinet,6,mcs_spin,276512,526
memcached-new,1,ticket-ls,272987,3381
kyotocabinet,1,c-ptl-tkt,347208,102
ssl_proxy,8,clh_stp,3838,89194495
ssl_proxy,4,clh_spin,37592,5517311
ssl_proxy,6,backoff,35161,8683519
mysqld,4,mcs_stp,1048,37690
upscaledb,6,ticket-ls,131502,441
kyotocabinet,4,mutexee,123923,1492
memcached-new,4,alock-ls,322962,3161
upscaledb,8,c-bo-mcs_stp,85976,503
upscaledb,4,hticket-ls,194906,4719
kyotocabinet,8,c-bo-mcs_stp,117858,433
ssl_proxy,6,mcs_spin,34514,6139903
memcached-new,1,ticket-ls,265092,3375
kyotocabinet,4,pthread,120133,1434
upscaledb,6,clh_spin,165600,353
kyotocabinet,1,malth_spin,335491,143
kyotocabinet,4,backoff,320006,296
kyotocabinet,8,hmcs,287853,2331
upscaledb,2,clh_stp,66757,273
sqlite,1,pthread,6843,184191
upscaledb,2,c-ptl-tkt,185170,1696
memcached-old,6,pthread,21224,18831
memcached-new,4,ahmcs,332685,3001
upscaledb,4,mutexee,89988,3813
memcached-old,2,backoff,70021,12191
memcached-old,1,mutexee,116714,1531
kyotocabinet,8,malth_spin,221142,151
ssl_proxy,6,c-tkt-tkt,33424,7794687
kyotocabinet,6,c-bo-mcs_spin,336286,60
kyotocabinet,4,spinlock-ls,93483,1947
memcached-new,6,malth_spin,254629,41727
ssl_proxy,4,c-tkt-tkt,38949,8224767
kyotocabinet,6,mcs_stp,60844,2133
memcached-new,4,pthreadadapt,121473,10223
memcached-new,6,mutexee,66234,17663
ssl_proxy,2,ticket,23977,2523135
kyotocabinet,4,alock-ls,276035,339
memcached-new,4,pthread,87032,12919
sqlite,6,pthread,3385,523263
memcached-new,6,spinlock,33613,45311
ssl_proxy,4,c-bo-mcs_spin,35886,9510911
upscaledb,4,clh-ls,178870,216
ssl_proxy,8,mcs-timepub,23870,12492799
ssl_proxy,1,ttas-ls,38627,784895
memcached-new,6,malth_spin,250753,41311
upscaledb,2,c-bo-mcs_spin,194518,27
memcached-old,2,c-bo-mcs_stp,101769,2303
kyotocabinet,6,spinlock,27097,11391
upscaledb,1,c-ptl-tkt,168856,74
memcached-new,1,c-tkt-tkt,262391,3463
kyotocabinet,1,c-bo-mcs_spin,384398,19
memcached-new,6,ahmcs,317582,3053
memcached-old,4,spinlock,42125,4727
upscaledb,4,partitioned,176337,220
memcached-new,6,ttas-ls,169976,7683
kyotocabinet,2,c-bo-mcs_spin,375022,20
kyotocabinet,1,clh_stp,78868,276
memcached-new,6,backoff,246881,23855
mysqld,1,mcs-timepub,710,65645
upscaledb,8,c-ptl-tkt,171959,4323
memcached-old,2,malth_stp,89095,2065
kyotocabinet,6,c-bo-mcs_spin,340252,56
upscaledb,4,mcs_stp,58378,610
upscaledb,4,ttas-ls,87926,1598
ssl_proxy,2,malth_spin,35061,1840127
memcached-new,6,spinlock-ls,42827,50975
memcached-old,7,pthreadadapt,16117,33119
upscaledb,4,pthreadadapt,120959,3729
memcached-old,2,malth_stp,95743,2009
upscaledb,1,spinlock,143677,316
upscaledb,1,c-bo-mcs_stp,137194,33
memcached-old,2,mcs-timepub,61903,6071
memcached-old,4,c-bo-mcs_stp,105927,2103
sqlite,8,malth_stp,11749,220159
kyotocabinet,1,mcs_stp,82370,272
kyotocabinet,6,ticket,118566,1101
mysqld,1,pthreadadapt,898,17358
memcached-new,6,ttas,111758,44863
upscaledb,4,clh-ls,179746,214
kyotocabinet,8,mutexee,65566,5595
kyotocabinet,4,pthread,126398,1388
upscaledb,8,hmcs,177751,4155
memcached-old,4,spinlock-ls,46243,6679
memcached-new,2,spinlock-ls,179749,21167
mysqld,8,mcs_stp,1017,39890
memcached-old,1,mcs_stp,121782,1476
memcached-old,1,mcs-timepub,127469,1472
upscaledb,2,hmcs,197901,2083
kyotocabinet,4,pthreadadapt,150956,2087
memcached-old,7,alock-ls,22967,31887
memcached-new,4,c-tkt-tkt,302835,3299
ssl_proxy,1,alock-ls,37179,809983
memcached-new,2,c-bo-mcs_spin,204888,11727
kyotocabinet,6,malth_stp,264317,144
memcached-old,2,ahmcs,93124,5807
upscaledb,2,backoff,152292,1192
memcached-old,6,backoff,26629,17183
upscaledb,6,mcs_spin,162511,364
ssl_proxy,4,c-ptl-tkt,41021,3497983
memcached-new,4,mutexee,88857,12655
memcached-old,6,ahmcs,28716,27887
sqlite,4,c-bo-mcs_stp,12042,163455
upscaledb,8,spinlock,22404,15727
memcached-new,6,hmcs,288126,3465
mysqld,1,c-bo-mcs_stp,782,7601
memcached-new,4,c-bo-mcs_stp,138208,58111
upscaledb,2,clh_stp,65913,275
memcached-new,6,alock-ls,284804,3355
memcached-old,1,ahmcs,133352,1990
upscaledb,4,spinlock-ls,73845,2295
memcached-old,1,mutexee,118788,1558
ssl_proxy,2,malth_spin,35196,1721343
memcached-old,7,c-bo-mcs_stp,59450,19151
kyotocabinet,4,c-bo-mcs_stp,318300,144
kyotocabinet,4,hticket-ls,326872,2389
kyotocabinet,2,hmcs,337352,405
upscaledb,6,c-ptl-tkt,172920,4243
memcached-new,1,c-bo-mcs_spin,175967,5747
upscaledb,1,spinlock-ls,152623,222
upscaledb,1,ticket,158482,78
kyotocabinet,4,spinlock-ls,91158,2038
sqlite,2,malth_stp,10478,134527
memcached-old,7,spinlock,17861,29151
memcached-new,2,alock-ls,328209,3271
ssl_proxy,4,malth_stp,26347,7405567
kyotocabinet,4,clh_spin,292400,324
upscaledb,1,mcs_spin,166197,77
mysqld,8,mutexee,1007,37260
memcached-old,4,ticket,41049,6927
memcached-old,4,mcs-timepub,42250,10015
memcached-new,6,ttas-ls,162289,13607
kyotocabinet,4,ahmcs,338751,1750
kyotocabinet,1,spinlock-ls,270572,169
memcached-new,2,ahmcs,331923,2981
kyotocabinet,6,backoff,262078,706
mysqld,2,mcs-timepub,694,89655
sqlite,8,mcs-timepub,477,2592767
kyotocabinet,8,alock-ls,231107,822
upscaledb,6,mcs_spin,162470,363
kyotocabinet,1,mcs-ls,316992,77
memcached-new,1,ttas-ls,258222,3385
memcached-old,1,spinlock,178763,3287
upscaledb,4,ttas-ls,93658,1538
kyotocabinet,6,clh_spin,269183,532
kyotocabinet,4,pthread,131291,1387
upscaledb,8,hmcs,179493,4081
ssl_proxy,4,malth_stp,25819,7667711
memcached-old,7,c-tkt-tkt,42338,28671
sqlite,1,pthread,7009,177279
upscaledb,2,spinlock,127284,645
memcached-new,2,ahmcs,325612,3061
upscaledb,6,ticket,92755,579
memcached-old,1,spinlock-ls,175589,2617
kyotocabinet,2,ahmcs,342714,408
ssl_proxy,4,c-bo-mcs_stp,24859,17645567
kyotocabinet,1,alock-ls,316059,78
memcached-new,1,pthreadadapt,235228,3719
ssl_proxy,4,clh_stp,4864,65208319
mysqld,2,mutexee,1059,738480
sqlite,6,pthread,3390,525311
upscaledb,4,backoff,154571,2413
sqlite,2,pthreadadapt,6363,209407
memcached-old,7,spinlock-ls,22372,31551
memcached-old,2,pthreadadapt,70582,2629
upscaledb,8,c-tkt-tkt,169894,4363
ssl_proxy,2,ahmcs,41910,2605055
ssl_proxy,8,partitioned,23769,16556031
ssl_proxy,6,hmcs,38270,13991935
kyotocabinet,6,alock-ls,249683,563
ssl_proxy,4,hmcs,44643,3276799
kyotocabinet,6,ticket-ls,196870,697
upscaledb,6,spinlock,31906,8083
memcached-old,2,ticket,89128,3123
memcached-new,2,spinlock,172957,7335
upscaledb,4,ticket,108384,332
memcached-new,4,mcs_spin,309502,3225
kyotocabinet,1,mcs-ls,320097,77
ssl_proxy,4,pthreadadapt,20045,8871935
memcached-new,6,ttas-ls,170520,7615
kyotocabinet,2,c-bo-mcs_spin,372371,25
mysqld,4,pthread,1019,14862
memcached-old,4,c-bo-mcs_spin,91168,3971
mysqld,1,malth_stp,1055,8313
memcached-old,1,mutexee,123059,1485
kyotocabinet,6,c-bo-mcs_stp,200804,288
memcached-new,4,mcs-ls,295505,3377
memcached-new,2,ttas-ls,247857,17871
sqlite,4,mcs_stp,1981,724479
memcached-new,6,hmcs,301810,3247
memcached-old,6,mcs-timepub,25186,17919
ssl_proxy,6,mcs-timepub,28459,6397951
memcached-old,1,spinlock-ls,176255,1694
memcached-old,4,hmcs,80275,2933
upscaledb,1,c-ptl-tkt,168492,74
memcached-new,6,c-bo-mcs_spin,225148,28191
kyotocabinet,2,hticket-ls,333356,325
mysqld,1,mcs_stp,974,39310
memcached-new,1,pthreadadapt,255674,3521
memcached-old,4,c-tkt-tkt,73289,3225
memcached-old,7,mcs-ls,25591,24223
upscaledb,2,ttas-ls,138277,660
upscaledb,1,spinlock-ls,150429,245
sqlite,2,pthreadadapt,6428,206335
kyotocabinet,6,partitioned,246595,569
upscaledb,2,ahmcs,195316,2107
mysqld,4,mcs-timepub,692,73998
memcached-old,7,ttas-ls,13267,38079
ssl_proxy,8,ahmcs,31459,21757951
upscaledb,4,pthread,97609,2995
mysqld,4,c-bo-mcs_stp,709,29183
upscaledb,6,mcs_spin,161560,365
kyotocabinet,6,c-bo-mcs_stp,200749,285
memcached-old,1,mcs_spin,120479,1505
memcached-old,7,mcs_stp,17887,31359
kyotocabinet,8,c-tkt-tkt,250755,2647
memcached-new,6,malth_spin,267745,41279
kyotocabinet,8,c-tkt-tkt,252394,2627
upscaledb,2,ttas-ls,137333,657
memcached-new,4,ahmcs,336842,2969
kyotocabinet,6,ticket-ls,208531,660
memcached-new,2,alock-ls,320219,3027
kyotocabinet,8,clh-ls,230339,821
memcached-new,4,mutexee,92653,12087
kyotocabinet,8,c-bo-mcs_stp,117035,458
upscaledb,2,backoff,152292,1199
memcached-old,1,malth_stp,122590,1482
memcached-old,7,mcs-ls,27745,19103
upscaledb,1,c-bo-mcs_spin,154189,30
ssl_proxy,8,clh-ls,26474,15343615
ssl_proxy,4,pthreadadapt,18513,7356415
ssl_proxy,1,ticket,38224,781823
memcached-new,2,hmcs,292222,3499
sqlite,4,pthread,4234,358911
kyotocabinet,6,hticket-ls,298308,2779
kyotocabinet,4,pthread,119763,1431
kyotocabinet,8,hmcs,290597,2305
upscaledb,8,ttas,47579,23967
upscaledb,6,backoff,144276,5339
kyotocabinet,8,mutexee,66695,5511
upscaledb,6,clh_spin,165089,355
memcached-old,6,pthread,21893,17295
memcached-new,4,alock-ls,305745,3179
memcached-old,2,mcs-ls,89231,4931
kyotocabinet,8,mcs-timepub,218430,870
memcached-new,4,mcs_stp,90330,11663
memcached-new,2,mcs_spin,331059,2983
memcached-new,4,c-tkt-tkt,305980,3265
ssl_proxy,6,mcs-ls,33594,6418431
memcached-new,4,backoff,254911,15559
ssl_proxy,6,hmcs,38649,11444223
ssl_proxy,2,hmcs,45786,1425407
kyotocabinet,4,partitioned,275488,341
memcached-new,6,ticket,114539,9999
memcached-old,4,spinlock-ls,47659,4979
memcached-old,1,ttas-ls,176538,1259
kyotocabinet,4,ticket,135162,648
mysqld,2,pthread,974,17800
memcached-old,6,malth_stp,37001,15727
upscaledb,2,mcs_spin,179888,119
memcached-old,7,pthreadadapt,16199,32271
memcached-old,6,backoff,26542,17199
mysqld,4,malth_stp,1050,11772
kyotocabinet,2,mcs_stp,81660,530
kyotocabinet,1,c-bo-mcs_spin,366144,20
memcached-old,4,mcs_stp,35474,11783
upscaledb,6,pthreadadapt,91579,4395
upscaledb,4,hticket-ls,199062,4627
kyotocabinet,4,spinlock-ls,96170,1992
kyotocabinet,6,mutexee,86356,3187
memcached-new,2,spinlock,167688,8067
kyotocabinet,2,clh_stp,76231,569
upscaledb,8,clh_stp,51765,1335
memcached-new,6,malth_spin,283220,35679
kyotocabinet,1,c-bo-mcs_spin,439959,18
sqlite,1,malth_stp,9832,126911
mysqld,2,mcs-timepub,661,68765
ssl_proxy,4,clh_stp,4759,66420735
upscaledb,4,hmcs,202693,3541
ssl_proxy,6,c-bo-mcs_spin,29731,15949823
memcached-new,6,pthreadadapt,103363,13391
upscaledb,6,malth_stp,177112,288
memcached-old,4,ttas-ls,50867,7251
memcached-new,6,c-tkt-tkt,268004,7643
kyotocabinet,1,partitioned,347751,72
memcached-old,1,hmcs,122243,1479
sqlite,2,mcs_stp,1899,656383
memcached-old,6,mcs-timepub,23547,15439
upscaledb,1,alock-ls,163722,75
memcached-new,6,pthreadadapt,96230,14207
upscaledb,2,mcs_spin,179958,119
mysqld,1,pthreadadapt,987,12355
memcached-new,2,mutexee,197860,5195
kyotocabinet,2,ahmcs,343235,401
upscaledb,8,ticket,88162,804
kyotocabinet,2,malth_spin,300793,152
upscaledb,2,hmcs,194330,2015
ssl_proxy,8,mcs_spin,26339,16031743
upscaledb,8,ticket,89281,792
ssl_proxy,6,mutexee,8765,50298879
mysqld,8,pthreadadapt,1027,18706
memcached-old,7,ticket-ls,11642,33791
memcached-new,4,alock-ls,308755,3857
memcached-new,1,c-bo-mcs_stp,163660,6791
memcached-old,2,malth_spin,96848,3809
upscaledb,2,c-tkt-tkt,196064,1497
ssl_proxy,4,mcs-timepub,35448,3522559
ssl_proxy,8,c-ptl-tkt,28795,21921791
upscaledb,6,partitioned,157270,374
memcached-new,4,mcs_spin,293948,3433
upscaledb,2,ticket,142897,141
ssl_proxy,4,spinlock-ls,7911,30867455
upscaledb,4,malth_spin,199366,359
kyotocabinet,4,malth_stp,297612,139
memcached-old,1,mcs-timepub,122409,1488
memcached-old,4,mcs_stp,37804,5435
kyotocabinet,6,mcs-timepub,238250,597
sqlite,1,c-bo-mcs_stp,9799,141951
memcached-old,6,c-tkt-tkt,50782,14719
memcached-new,2,ttas,219722,5235
kyotocabinet,4,malth_spin,256244,168
ssl_proxy,1,spinlock,38558,807423
memcached-old,1,hmcs,124329,1459
kyotocabinet,2,partitioned,310253,154
memcached-new,2,ttas-ls,240749,16511
upscaledb,1,alock-ls,166691,75
memcached-old,6,c-bo-mcs_stp,73507,13975
memcached-new,2,ahmcs,331190,2951
memcached-new,2,mcs_stp,93522,10655
upscaledb,6,c-bo-mcs_stp,103290,401
upscaledb,2,mcs-timepub,168075,124
ssl_proxy,4,c-bo-mcs_spin,36204,7491583
upscaledb,2,mcs-ls,174904,121
memcached-new,1,ahmcs,246597,3481
ssl_proxy,2,c-ptl-tkt,45223,1359871
upscaledb,8,mcs_stp,50118,1357
kyotocabinet,4,hticket-ls,327120,2395
kyotocabinet,8,c-ptl-tkt,258115,2573
memcached-old,6,mcs_stp,23848,17135
memcached-new,6,mcs_spin,297091,3297
kyotocabinet,1,c-tkt-tkt,339369,95
memcached-old,7,ttas-ls,15351,36255
kyotocabinet,2,partitioned,309602,155
memcached-old,1,mcs_stp,119822,1703
upscaledb,8,clh-ls,159355,478
ssl_proxy,6,mcs_spin,34271,5799935
ssl_proxy,8,spinlock,2209,90439679
ssl_proxy,4,spinlock,6932,40927231
ssl_proxy,2,alock-ls,43683,1466367
kyotocabinet,4,c-tkt-tkt,317806,1946
upscaledb,8,mcs_spin,162889,482
ssl_proxy,6,mcs_stp,4488,89260031
memcached-old,4,c-bo-mcs_stp,86096,2707
upscaledb,6,clh_stp,50685,1027
memcached-new,2,alock-ls,333699,2899
kyotocabinet,4,ttas,95680,5051
ssl_proxy,6,alock-ls,35671,5713919
upscaledb,4,malth_stp,171902,322
kyotocabinet,6,spinlock,26986,11535
kyotocabinet,1,c-tkt-tkt,350772,100
memcached-new,1,malth_stp,237695,3639
memcached-old,1,pthread,130309,1587
memcached-new,2,alock-ls,317508,3083
memcached-new,4,ahmcs,322310,3121
kyotocabinet,2,hticket-ls,331673,511
mysqld,6,mcs_stp,1013,15916
memcached-old,4,c-tkt-tkt,80561,2627
upscaledb,2,hmcs,194117,2163
ssl_proxy,6,hticket-ls,33877,7888895
upscaledb,1,pthread,83862,2255
ssl_proxy,6,hmcs,38918,6447103
memcached-new,4,ttas-ls,121556,10543
sqlite,8,pthread,2386,767487
memcached-new,6,ttas-ls,165653,7695
ssl_proxy,2,spinlock,15615,6725631
kyotocabinet,1,spinlock,250492,168
memcached-new,2,alock-ls,326297,3277
kyotocabinet,2,spinlock-ls,146300,612
ssl_proxy,2,mutexee,26109,2592767
upscaledb,1,mutexee,78835,2375
kyotocabinet,2,c-ptl-tkt,328037,324
kyotocabinet,6,mcs-timepub,238738,595
ssl_proxy,4,clh_stp,4745,66715647
memcached-new,4,ticket,136533,7871
memcached-new,1,c-tkt-tkt,256099,3529
kyotocabinet,8,pthreadadapt,87277,7367
memcached-new,2,ahmcs,308735,3231
memcached-old,6,ttas,29274,17247
memcached-old,7,c-bo-mcs_stp,58888,18415
memcached-new,6,spinlock,30909,47999
memcached-new,1,alock-ls,232261,3301
upscaledb,8,clh_stp,50776,1351
memcached-new,4,backoff,246913,19823
memcached-old,2,spinlock,78502,4583
mysqld,4,pthread,989,13914
memcached-new,2,mcs_spin,319916,3109
kyotocabinet,6,c-bo-mcs_stp,173959,329
memcached-new,4,malth_stp,246895,32015
memcached-old,6,mcs-ls,39905,14967
mysqld,1,malth_stp,1076,151690
kyotocabinet,2,backoff,358851,144
ssl_proxy,6,ticket,9797,48234495
sqlite,6,pthreadadapt,5357,324351
upscaledb,4,spinlock-ls,86998,1952
mysqld,8,mutexee,996,26571
memcached-old,2,ttas,90556,3109
kyotocabinet,2,ticket,210207,215
ssl_proxy,1,ticket-ls,39815,742399
memcached-old,7,mcs-timepub,16276,35487
memcached-new,6,malth_stp,237841,37247
memcached-new,4,malth_stp,252152,30623
kyotocabinet,4,spinlock,79057,2499
upscaledb,1,ttas,147463,337
kyotocabinet,6,ttas-ls,92567,2585
upscaledb,8,ahmcs,178567,4131
ssl_proxy,1,c-ptl-tkt,36797,818175
memcached-new,6,mutexee,67157,17807
upscaledb,1,pthreadadapt,84370,1466
mysqld,6,mutexee,1018,14843
upscaledb,6,ttas-ls,49706,5387
upscaledb,4,alock-ls,180932,215
memcached-old,1,mutexee,119514,2155
upscaledb,8,ttas-ls,45114,13895
upscaledb,1,c-bo-mcs_stp,143883,293
kyotocabinet,4,clh_spin,293686,324
upscaledb,1,ttas-ls,154194,233
ssl_proxy,2,spinlock-ls,18176,7114751
upscaledb,1,mutexee,79606,2365
ssl_proxy,4,ticket,11864,11583487
memcached-new,6,ticket-ls,201582,7679
memcached-new,1,ahmcs,246447,3491
memcached-new,6,mcs_stp,76964,14007
kyotocabinet,6,ahmcs,319241,2081
upscaledb,2,ticket-ls,167103,126
ssl_proxy,2,c-ptl-tkt,48673,1316863
ssl_proxy,2,mcs_stp,5173,17891327
memcached-old,7,c-tkt-tkt,50623,23423
kyotocabinet,4,ttas-ls,124652,1281
memcached-old,1,ticket,174619,3081
kyotocabinet,8,backoff,228062,1421
upscaledb,4,clh_stp,54452,654
memcached-new,2,spinlock-ls,180839,7299
memcached-new,6,spinlock,32690,49855
memcached-new,2,ttas-ls,263499,7799
mysqld,8,malth_stp,1064,437914
memcached-new,4,ahmcs,334190,2987
kyotocabinet,4,ttas,88121,3781
ssl_proxy,2,spinlock-ls,18847,7294975
upscaledb,1,ttas-ls,155204,234
memcached-new,4,mcs-timepub,304200,3263
kyotocabinet,1,mcs_spin,349840,72
memcached-new,2,mutexee,196339,5299
kyotocabinet,4,ahmcs,342244,1727
ssl_proxy,1,c-bo-mcs_stp,35277,892415
upscaledb,4,spinlock,74685,2155
memcached-new,4,malth_spin,292982,27263
upscaledb,2,ticket,149670,136
upscaledb,8,mcs_spin,159565,491
memcached-new,2,c-tkt-tkt,339416,2891
kyotocabinet,1,ttas-ls,285697,128
kyotocabinet,6,ticket-ls,196547,694
kyotocabinet,4,clh_stp,74351,1150
memcached-new,2,alock-ls,322055,2973
memcached-old,2,malth_stp,93526,2145
sqlite,4,mutexee,4217,367103
upscaledb,1,alock-ls,164638,76
kyotocabinet,2,mutexee,233115,659
kyotocabinet,4,malth_spin,243421,176
upscaledb,1,mcs_stp,65905,147
memcached-old,1,ahmcs,132017,1652
memcached-old,7,mcs-timepub,16801,32687
mysqld,1,mcs-timepub,711,65563
mysqld,8,pthread,1040,24017
memcached-old,2,mcs-ls,88462,2125
memcached-old,1,mutexee,111805,1998
ssl_proxy,1,partitioned,37717,779775
upscaledb,8,c-ptl-tkt,170197,4347
memcached-old,1,hmcs,125440,1614
kyotocabinet,1,c-ptl-tkt,361595,98
memcached-new,4,ahmcs,325162,3039
ssl_proxy,2,c-bo-mcs_stp,28232,4468735
upscaledb,2,ticket,151353,138
memcached-old,2,ttas,96140,4843
ssl_proxy,6,alock-ls,35444,6438911
memcached-old,4,c-tkt-tkt,75248,2545
ssl_proxy,1,pthread,30595,929791
kyotocabinet,4,hmcs,330463,1796
kyotocabinet,6,ttas,65923,6819
kyotocabinet,4,hticket-ls,325785,2397
memcached-old,4,mcs-ls,50666,6319
kyotocabinet,6,mutexee,86687,3161
kyotocabinet,1,ticket,293847,82
ssl_proxy,1,c-bo-mcs_spin,36974,790527
memcached-old,7,mutexee,15766,34207
kyotocabinet,6,malth_stp,268697,144
ssl_proxy,2,backoff,44797,1491967
kyotocabinet,8,mcs_stp,53928,3129
ssl_proxy,8,mutexee,7243,86835199
ssl_proxy,6,ticket-ls,22030,9330687
ssl_proxy,8,mcs_spin,27167,10477567
memcached-old,6,malth_stp,34440,16039
upscaledb,6,ticket,92938,579
memcached-old,4,c-tkt-tkt,83346,3111
memcached-new,4,c-tkt-tkt,301599,3317
memcached-new,2,malth_stp,256710,7931
ssl_proxy,4,ttas-ls,10535,38273023
ssl_proxy,2,hmcs,45584,1489919
memcached-old,7,mcs-timepub,14494,33951
mysqld,6,c-bo-mcs_stp,737,39592
memcached-new,2,c-tkt-tkt,332742,2929
mysqld,6,c-bo-mcs_stp,825,129963
ssl_proxy,1,mutexee,32949,903679
memcached-new,4,ahmcs,330234,2983
kyotocabinet,8,c-bo-mcs_stp,129939,453
kyotocabinet,2,pthreadadapt,232509,735
kyotocabinet,8,hticket-ls,275326,3027
memcached-old,7,c-bo-mcs_stp,52832,21439
ssl_proxy,8,mcs-timepub,23962,11534335
memcached-old,1,ticket-ls,179130,1520
ssl_proxy,1,mcs-ls,37247,803839
upscaledb,4,c-bo-mcs_stp,127349,207
ssl_proxy,8,mcs_stp,4083,90308607
ssl_proxy,8,ahmcs,31742,18874367
memcached-new,1,ttas-ls,267258,3479
ssl_proxy,1,c-ptl-tkt,36689,813055
mysqld,1,pthreadadapt,946,14192
upscaledb,6,ttas,66794,9431
memcached-new,1,backoff,189288,5415
upscaledb,6,spinlock-ls,37164,9287
ssl_proxy,4,mcs-ls,37925,3366911
kyotocabinet,8,spinlock-ls,20214,23903
sqlite,4,mcs_stp,1983,722943
memcached-old,7,backoff,18828,31663
kyotocabinet,1,hmcs,383160,108
memcached-old,2,ticket-ls,96571,3931
upscaledb,1,c-bo-mcs_spin,147117,40
memcached-old,1,spinlock,180285,3103
ssl_proxy,4,hticket-ls,40696,3268607
ssl_proxy,8,ttas-ls,6502,83623935
kyotocabinet,8,hmcs,289557,2313
mysqld,8,c-bo-mcs_stp,767,53420
mysqld,4,mutexee,1048,11189
upscaledb,1,c-ptl-tkt,161225,491
sqlite,2,mcs-timepub,12355,116287
kyotocabinet,8,spinlock,16305,25295
kyotocabinet,6,backoff,262936,706
kyotocabinet,1,c-tkt-tkt,364389,108
upscaledb,6,partitioned,155645,375
ssl_proxy,2,hticket-ls,46422,1410047
memcached-old,4,hmcs,84770,2435
mysqld,4,c-bo-mcs_stp,737,227997
memcached-old,2,hmcs,90307,2079
ssl_proxy,8,c-ptl-tkt,28277,12951551
memcached-old,6,mutexee,19903,20655
memcached-new,6,mutexee,70253,16863
memcached-old,6,ttas,29457,16623
memcached-new,2,ahmcs,303471,3265
ssl_proxy,1,clh_stp,33684,931839
ssl_proxy,2,mcs_stp,5034,11182079
kyotocabinet,4,c-ptl-tkt,304259,2028
memcached-new,4,mutexee,102362,11063
mysqld,1,c-bo-mcs_stp,802,27707
upscaledb,4,spinlock,75241,1967
memcached-new,6,ttas-ls,163972,7863
kyotocabinet,6,hmcs,310608,2131
ssl_proxy,8,spinlock,2268,90636287
ssl_proxy,2,pthreadadapt,23699,3614719
sqlite,4,c-bo-mcs_stp,12295,159871
ssl_proxy,6,mcs_stp,4476,89784319
memcached-old,1,ttas,172362,2321
memcached-new,6,ticket-ls,203994,6843
kyotocabinet,4,clh-ls,270723,346
kyotocabinet,2,spinlock,137201,614
kyotocabinet,2,ttas-ls,211425,427
memcached-new,4,mutexee,98185,11519
kyotocabinet,4,c-tkt-tkt,314139,1975
upscaledb,1,clh-ls,163229,75
memcached-old,7,mcs-ls,29902,19055
memcached-old,2,backoff,72125,2595
